artist,genre,genre_id,,,
Klave,Dance,17,,,
Kondor,Hip Hop,18,,,
Kondor,Rap,18,,,
Kool Moe Dee,Hip Hop,18,,,
Kool Moe Dee,Rap,18,,,
Kostas Martakis,Pop,14,,,
Kraddy,Electronic,7,,,
Krale,Electronic,7,,,
KReeD,Dance,17,,,
Kris Allen,Jazz,11,,,
Kris Allen,Pop,14,,,
Kris Kristofferson,Country,6,,,
Kris Kristofferson,Rock,21,,,
KSHMR,Dance,17,,,
Kuma,Electronic,7,,,
Kumar Sanu,World,19,,,
Kurt Cobain,Rock,21,,,
Kurt Hugo Schneider,Singer,10,,,
Kurt Hugo Schneider,Songwriter,10,,,
Kutsi,Pop,14,,,
Kygo,Dance,17,,,
Labrinth,Pop,14,,,
Labrinth,World,19,,,
Labrinth,House,1048,,,
Laidback Luke,Electronic,7,,,
Laidback Luke,Dance,17,,,
Lalo Schifrin,Jazz,11,,,
LarsM,Electronic,7,,,
Lasse Lindh,Pop,14,,,
Laszlo,Dance,17,,,
Laurent Korcia,Classical,5,,,
Lauv,Electronic,7,,,
Lauv,Jazz,11,,,
Lauv,Pop,14,,,
Lauv,Dance,17,,,
LAXX,Electronic,7,,,
Lenny Kravitz,Rock,21,,,
Lenny Kravitz,Hip Hop,18,,,
Lenny Kravitz,Rap,18,,,
Lensko,Dance,17,,,
Leo Kalyan,Electronic,7,,,
Leo Rojas,Pop,14,,,
Leo Sayer,Pop,14,,,
Leo Sayer,Rock,21,,,
Leon Else,Pop,14,,,
Leonard Bernstein,Classical,5,,,
Leonard Bernstein,Jazz,11,,,
Leonard Cohen,Rock,21,,,
Leonard Cohen,Singer,10,,,
Leonard Cohen,Songwriter,10,,,
Leopold Mozart,Classical,5,,,
Lexxmatiq,Electronica,1058,,,
Lights & Motion,Rock,21,,,
Lil Jon,Hip Hop,18,,,
Lil Jon,Rap,18,,,
lil wayne,House,1048,,,
lil wayne,Hip Hop,18,,,
lil wayne,Rap,18,,,
Lindequist,Electronic,7,,,
Lionel Richie,R&B,15,,,
Lionel Richie,Soul,15,,,
Liquid Cinema,Soundtrack,16,,,
Lo-Fang,Alternative,20,,,
Loch,Electronic,7,,,
Lock N Bounce,Electronic,7,,,
Logic,Hip-Hop,1073,,,
Logic,Hip Hop,18,,,
Logic,Rap,18,,,
LooKas,Electronic,7,,,
Lorne Balfe,Soundtrack,16,,,
Lost Frequencies,Dance,17,,,
Lostboycrow,Pop,14,,,
Lou Bega,Pop,14,,,
Lou Reed,Rock,21,,,
Louie Austen,Electronic,7,,,
Louis Armstrong,Jazz,11,,,
Lucenzo,Dance,17,,,
Luciano Pavarotti,Opera,1028,,,
Ludacris,Hip Hop,18,,,
Ludacris,Rap,18,,,
Ludovico Einaudi,Classical,5,,,
Ludovico Einaudi,World,19,,,
Luke Bryan,Country,6,,,
Luke Bryan,Rock,21,,,
Luke Thompson,Pop,14,,,
Luke Thompson,Dance,17,,,
LunchMoney Lewis,Pop,14,,,
Lupe Fiasco,R&B,15,,,
Lupe Fiasco,Hip Hop,18,,,
Lupe Fiasco,Soul,15,,,
Lupe Fiasco,Rap,18,,,
Luther Vandross,Pop,14,,,
Luther Vandross,R&B,15,,,
Luther Vandross,Soul,15,,,
M83,Rock,21,,,
MaÌ¨tre Gims,Hip Hop,18,,,
MaÌ¨tre Gims,Rap,18,,,
Macklemore,Hip Hop,18,,,
Macklemore,Rap,18,,,
Madeon,Dance,17,,,
Maher Zain,Islamic,1287,,,
MAKJ,Dance,17,,,
Maksim Mrvica,Instrumental,53,,,
Manian,Dance,17,,,
Maor Levi,Dance,17,,,
Marc Terenzi,Pop,14,,,
Marcus Mouya,Electronic,7,,,
Mark Petrie,Soundtrack,16,,,
Mark Ronson,Pop,14,,,
Mark Ronson,Rock,21,,,
Mark Ronson,Hip Hop,18,,,
Mark Ronson,Rap,18,,,
Martin Garrix,Dance,17,,,
Martin Solveig,Pop,14,,,
Martin Tungevaag,Dance,17,,,
Martynas,Classical,5,,,
Marvin Gaye,Rock,21,,,
Marvin Gaye,R&B,15,,,
Marvin Gaye,Soul,15,,,
Matisyahu,Reggae,24,,,
Matt B,R&B,15,,,
Matt B,Soul,15,,,
Matthew Koma,Pop,14,,,
Matthew Lien,New Age,13,,,
MAX,Pop,14,,,
Maximilian Hecker,Pop,14,,,
Meek Mill,Hip Hop,18,,,
Meek Mill,Rap,18,,,
Mehmet Erdem,Pop,14,,,
Mendum,Dance,17,,,
Metrognome,Electronic,7,,,
MGK,Pop,14,,,
Mich Gerber,World,19,,,
Michael Bolton,Pop,14,,,
Michael BublÌ©,Jazz,11,,,
Michael BublÌ©,Vocal,23,,,
Michael Giacchino,Soundtrack,16,,,
Michael Jackson,Pop,14,,,
Michael Jackson,Rock,21,,,
Miguel BosÌ©,Pop in Spanish,1117,,,
Miguel BosÌ©,Latin,12,,,
MIKA,Pop,14,,,
MIKA,Dance,17,,,
MIKA,World,19,,,
MIKA,Reggae,24,,,
MIKA,J-Pop,27,,,
MIKA,Brazilian,1122,,,
MIKA,Bollywood,1263,,,
MIKA,K-Pop,1686,,,
Mike Candys,Dance,17,,,
Mike Posner,Pop,14,,,
Milky Chance,Alternative,20,,,
MitiS,Dance,17,,,
Mohombi,Pop,14,,,
Monta,House,1048,,,
MOTi,Dance,17,,,
Mr. Probz,Hip Hop,18,,,
Mr. Probz,Rap,18,,,
Mustafa Ceceli,Pop,14,,,
NANA,Pop,14,,,
NANA,World,19,,,
NANA,Africa,1203,,,
Nanobii,Dance,17,,,
Nas,Trance,1051,,,
Nas,R&B,15,,,
Nas,Hip Hop,18,,,
Nas,Soul,15,,,
Nas,Rap,18,,,
Natan,R&B,15,,,
Natan,Soul,15,,,
Nate Dogg,Hip Hop,18,,,
Nate Dogg,Rap,18,,,
Nate Ruess,World,19,,,
Nate Ruess,Alternative,20,,,
Nathan Sykes,Pop,14,,,
Nathaniel,Electronic,7,,,
Nathaniel,Pop,14,,,
Nathaniel,Dance,17,,,
Nathaniel,R&B,15,,,
Nathaniel,Soul,15,,,
Naughty Boy,Pop,14,,,
Nause,Dance,17,,,
Ne-Yo,R&B,15,,,
Ne-Yo,Hip Hop,18,,,
Ne-Yo,Soul,15,,,
Ne-Yo,Rap,18,,,
Neil Davidge,Soundtrack,16,,,
Neil Diamond,Vocal,23,,,
Neil Halstead,Alternative,20,,,
Neil Young,Rock,21,,,
Nek,Pop,14,,,
Nek,Dance,17,,,
Nek,House,1048,,,
Nelly,Latin,12,,,
Nelly,Pop,14,,,
Nelly,Dance,17,,,
Nelly,House,1048,,,
Nelly,Techno,1050,,,
Nelly,Singer,10,,,
Nelly,Hip Hop,18,,,
Nelly,Songwriter,10,,,
Nelly,Rap,18,,,
Nelson Rangell,Jazz,11,,,
NEV,Rock,21,,,
NEV,Singer,10,,,
NEV,Songwriter,10,,,
Neville Marriner,Classical,5,,,
NGC 3.14,Electronic,7,,,
Niazura,Hip Hop,18,,,
Niazura,Rap,18,,,
Nicco,Dance,17,,,
Nicholas Gunn,New Age,13,,,
Nick Carter,Pop,14,,,
Nick Cave,Country,6,,,
Nick Cave,Alternative,20,,,
Nick Drake,Rock,21,,,
Nick Drake,Singer,10,,,
Nick Drake,IDM,1060,,,
Nick Drake,Songwriter,10,,,
Nick Drake,Experimental,1060,,,
Nick Jonas,Pop,14,,,
Nicky Jam,Dance,17,,,
Nicky Jam,Rock,21,,,
Nicky Jam,Latin Urban,1119,,,
Nicky Romero,Dance,17,,,
Nicolas de Angelis,Pop,14,,,
Nicolas ErrÌ¬ra,Soundtrack,16,,,
Nicolas ErrÌ¬ra,Rock,21,,,
Nigel Good,Dance,17,,,
Nigel Stanford,Electronic,7,,,
Night Terrors of 1927,Alternative,20,,,
Nightcall,Dubstep,100014,,,
Nils Frahm,Alternative,20,,,
Nino D'Angelo,Classical,5,,,
Nino D'Angelo,Pop,14,,,
Nino Rota,Pop,14,,,
Nitro Fun,Dance,17,,,
Noisecontrollers,Dance,17,,,
Novo Amor,Alternative,20,,,
NUAGE,Electronic,7,,,
Nyte,Dance,17,,,
Obie Trice,Hip Hop,18,,,
Obie Trice,Rap,18,,,
Ofenbach,Electronic,100007,,,
Ofenbach,Electronic,7,,,
OG Maco,Hip Hop,18,,,
OG Maco,Rap,18,,,
Oh No,Hip Hop,18,,,
Oh No,Rap,18,,,
Ola,Pop,14,,,
Ola,Dance,17,,,
Ola,World,19,,,
Ola,Rock,21,,,
Ola,House,1048,,,
Oli. P,Pop,14,,,
Oliver Cheatham,Pop,14,,,
Oliver Heldens,Dance,17,,,
Oliver Nelson,Blues,2,,,
Oliver Nelson,Jazz,11,,,
Oliver Shanti,New Age,13,,,
Oliver Tank,Electronic,7,,,
Olivver the Kid,Alternative,20,,,
Olly Alexander,Soundtrack,16,,,
Olly Murs,Pop,14,,,
OLWIK,Electronic,7,,,
Omar Akram,Latin,12,,,
Omarion,R&B,15,,,
Omarion,Hip Hop,18,,,
Omarion,Soul,15,,,
Omarion,Rap,18,,,
Omi,Pop,14,,,
Omi,Dance,17,,,
Omi,Karaoke,52,,,
Omi,House,1048,,,
Omi,Bollywood,1263,,,
Omnia,Pop,14,,,
Omnia,Trance,1051,,,
Omnia,Singer,10,,,
Omnia,Songwriter,10,,,
Onderkoffer,Dance,17,,,
Oneira,World,19,,,
Onra,Electronic,7,,,
Onra,R&B,15,,,
Onra,Soul,15,,,
Oorora,Dance,17,,,
Opiuo,Electronic,7,,,
Opiuo,Dance,17,,,
Orkestrated,Dance,17,,,
Orsten,Electronic,7,,,
Orsten,Pop,14,,,
Oscar Lopez,Latin,12,,,
Oscar Peterson,Jazz,11,,,
Oskar Schuster,Classical,5,,,
Otis Redding,R&B,15,,,
Otis Redding,Soul,15,,,
Ottmar Liebert,Latin,12,,,
Ottmar Liebert,New Age,13,,,
Otto Klemperer,Classical,5,,,
Otto Knows,Dance,17,,,
OVERWERK,Electronic,7,,,
Ozan Do€Ùulu,Pop,14,,,
Ozan KoÌ_er,Pop,14,,,
Ozark Henry,Pop,14,,,
Ozodbek Nazarbekov,Pop,14,,,
Ozymandias,Rock,21,,,
Ozzie,Downtempo,1057,,,
Ozzie,Electronic,7,,,
Ozzy Osbourne,Rock,21,,,
Pablo AlborÌÁn,Pop in Spanish,1117,,,
Pajaro Sunrise,Alternative,20,,,
Parov Stelar,Electronic,7,,,
Parson James,Pop,14,,,
Patrick Doyle,Classical,5,,,
Patrick Doyle,Soundtrack,16,,,
Paul Cardall,New Age,13,,,
Paul Desmond,Jazz,11,,,
Paul Desmond,Vocal,23,,,
Paul Mauriat,Pop,14,,,
Paul McCartney,Rock,21,,,
Paul Oakenfold,Electronic,7,,,
Paul Oakenfold,Pop,14,,,
Paul Simon,Jazz,11,,,
Paul Simon,Pop,14,,,
Paul van Dyk,Electronic,7,,,
Peabo Bryson,R&B,15,,,
Peabo Bryson,Soul,15,,,
Pegato,Electronic,7,,,
Pegboard Nerds,Dance,17,,,
Perry Como,Vocal,23,,,
Pete Seeger,Singer,10,,,
Pete Seeger,Songwriter,10,,,
Peter Bradley Adams,Singer,10,,,
Peter Bradley Adams,Songwriter,10,,,
Peter Hollens,Pop,14,,,
Peter Kater,Classical,5,,,
Peter Kater,New Age,13,,,
Pharrell Williams,Pop,14,,,
Pharrell Williams,Rock,21,,,
Phil Collins,Pop,14,,,
Phil Collins,Rock,21,,,
Phil Coulter,Pop,14,,,
Phil Coulter,World,19,,,
Philippe Rombi,Soundtrack,16,,,
Phillip Phillips,Pop,14,,,
Phlex,Electronic,7,,,
Piano Squall,Soundtrack,16,,,
Piano Tribute Conservatory,Tribute,100022,,,
Pitbull,Electronic,7,,,
Pitbull,Latin,12,,,
Pitbull,Pop,14,,,
Pitbull,Dance,17,,,
Pitbull,Hip Hop,18,,,
Pitbull,Rap,18,,,
Plan B,Latin,12,,,
Plan B,Dance,17,,,
Plan B,Alternative,20,,,
Plan B,Hip Hop,18,,,
Plan B,Rap,18,,,
Plug In Stereo,Alternative,20,,,
Poju,Pop,14,,,
Porter Robinson,Dance,17,,,
Post Malone,Hip Hop,18,,,
Post Malone,Rap,18,,,
Postiljonen,Pop,14,,,
Prince,Pop,14,,,
Prince,Rock,21,,,
Prince,J-Pop,27,,,
Prince,Hip Hop,18,,,
Prince,Rap,18,,,
Prince of Spain,Alternative,20,,,
Prince Royce,Salsa y Tropical,1124,,,
Puff Daddy,Hip Hop,18,,,
Puff Daddy,Rap,18,,,
Pure Music Fuel,Pop,14,,,
PureBells,Dance,17,,,
Pusha T,Hip Hop,18,,,
Pusha T,Rap,18,,,
Pyotr Ilyich Tchaikovsky,Classical,5,,,
Q-Tip,Hip Hop,18,,,
Q-Tip,Rap,18,,,
Qibe,Rock,21,,,
Qualia,Rock,21,,,
QUANTA,Electronic,7,,,
Quantic,Electronic,7,,,
Quasimoto,Electronic,7,,,
Quasimoto,Hip Hop,18,,,
Quasimoto,Rap,18,,,
Quattro,Rock,21,,,
Quatuor ÌäbÌ¬ne,Classical,5,,,
Quba,Breakbeat,1044,,,
Que Sylve,R&B,15,,,
Que Sylve,Soul,15,,,
Queen Ifrica,Reggae,24,,,
Queen of Hearts,Electronic,7,,,
Queensway,Electronic,7,,,
Quentin Harris,Dance,17,,,
Quentin Mosimann,Dance,17,,,
Question,R&B,15,,,
Question,Hip Hop,18,,,
Question,Soul,15,,,
Question,Rap,18,,,
Quetzatl,Electronic,7,,,
Quiet Life,Alternative,20,,,
Quilt,Alternative,20,,,
Quincy Jointz,Dance,17,,,
Quincy Jones,Jazz,11,,,
Quinn,Pop,14,,,
Quinn,Alternative,20,,,
Quinn,R&B,15,,,
Quinn,Soul,15,,,
Quinn Sullivan,Rock,21,,,
Quinteto Pirincho,Tango,1296,,,
Quintino,Dance,17,,,
Quique GonzÌÁlez,Alternative & Rock in Spanish,1121,,,
Quique Neira,Rock,21,,,
Quivver,Dance,17,,,
QUIX,Electronic,7,,,
Qwote,Dance,17,,,
R. Kelly,Pop,14,,,
R. Kelly,Rock,21,,,
R. Kelly,R&B,15,,,
R. Kelly,Hip Hop,18,,,
R. Kelly,Soul,15,,,
R. Kelly,Rap,18,,,
R.I.O.,Dance,17,,,
R3hab,Dance,17,,,
Rafet El Roman,Pop,14,,,
Rahat Fateh Ali Khan,Asia,1204,,,
Rahat Fateh Ali Khan,World,19,,,
Rameses B,Electronic,7,,,
Ramin Djawadi,Soundtrack,16,,,
Ramzi,R&B,15,,,
Ramzi,Hip Hop,18,,,
Ramzi,Soul,15,,,
Ramzi,Rap,18,,,
Randy Newman,Children's Music,4,,,
Randy Newman,Jazz,11,,,
Randy Newman,Pop,14,,,
Randy Newman,Rock,21,,,
Randy Newman,Christian & Gospel,22,,,
Randy Newman,Singer,10,,,
Randy Newman,Songwriter,10,,,
Ray Charles,R&B,15,,,
Ray Charles,Soul,15,,,
Ray Volpe,Dance,17,,,
Razihel,Dance,17,,,
Really Slow Motion,Soundtrack,16,,,
Redfoo,Pop,14,,,
Rhian Sheehan,Electronic,7,,,
RHODES,Pop,14,,,
Ricardo Arjona,Pop in Spanish,1117,,,
Rich Homie Quan,Hip Hop,18,,,
Rich Homie Quan,Rap,18,,,
Richard Clayderman,New Age,13,,,
Richard Clayderman,Pop,14,,,
Richard Hawley,Electronic,7,,,
Richard Hawley,Alternative,20,,,
Richard Marx,Pop,14,,,
Richard Sanderson,Pop,14,,,
Richard Sanderson,Soundtrack,16,,,
Richard Sanderson,Singer,10,,,
Richard Sanderson,Songwriter,10,,,
Rick Ross,Blues,2,,,
Rick Ross,Singer,10,,,
Rick Ross,Hip Hop,18,,,
Rick Ross,Songwriter,10,,,
Rick Ross,Rap,18,,,
Ricky Martin,Pop,14,,,
Rob Gasser,Dance,17,,,
Robbie Williams,New Age,13,,,
Robbie Williams,Pop,14,,,
Robbie Williams,Dance,17,,,
Robbie Williams,Rock,21,,,
Robbie Williams,Gospel,1101,,,
Robert Mendoza,Pop,14,,,
Roberto Cacciapaglia,Classical,5,,,
Robin Schulz,Dance,17,,,
Robin Thicke,Pop,14,,,
Robin Thicke,R&B,15,,,
Robin Thicke,Soul,15,,,
Robot Koch,Electronic,7,,,
Rod Stewart,Rock,21,,,
Roger Shah,Dance,17,,,
Roger Subirana,New Age,13,,,
Ron Korb,New Age,13,,,
Ron Korb,Pop,14,,,
Ronald Jenkees,Electronic,7,,,
Ronan Keating,Dance,17,,,
Rootkit,Dance,17,,,
Rosie Thomas,Children's Music,4,,,
Rosie Thomas,Alternative,20,,,
Rudebrat,Dance,17,,,
Russell Brower,Soundtrack,16,,,
Ryan Amon,Soundtrack,16,,,
Ryan Keen,Singer,10,,,
Ryan Keen,Songwriter,10,,,
Sage the Gemini,Hip Hop,18,,,
Sage the Gemini,Rap,18,,,
Sam Hunt,Country,6,,,
Sam Hunt,Pop,14,,,
Sam Hunt,Alternative,20,,,
Sam Smith,Blues,2,,,
Sam Smith,Classical,5,,,
Sam Smith,Electronic,7,,,
Sam Smith,Pop,14,,,
Sam Smith,Dance,17,,,
Sam Smith,Alternative,20,,,
Sam Tsui,Singer,10,,,
Sam Tsui,Songwriter,10,,,
San Holo,Dance,17,,,
Sander van Doorn,Dance,17,,,
ScHoolboy Q,Hip Hop,18,,,
ScHoolboy Q,Rap,18,,,
Scott Mckenzie,Pop,14,,,
Scott Mckenzie,Rock,21,,,
Seal,Pop,14,,,
Seal,Rock,21,,,
Seal,R&B,15,,,
Seal,Soul,15,,,
Sean Kingston,Pop,14,,,
Sean Lennon,Pop,14,,,
Sean Lennon,Rock,21,,,
Sean Paul,World,19,,,
Sean Paul,Reggae,24,,,
Sean Paul,Dirty South,1069,,,
Sean Paul,Hip Hop,18,,,
Sean Paul,Rap,18,,,
Selwyn,R&B,15,,,
Selwyn,Soul,15,,,
Serdar OrtaÌ_,Pop,14,,,
Seven Lions,Dance,17,,,
Shakin' Stevens,Pop,14,,,
Shane 54,Dance,17,,,
Shane Filan,Pop,14,,,
Shaun Frank,Dance,17,,,
Shawn Mendes,Pop,14,,,
Shayne Ward,Pop,14,,,
Sigala,Dance,17,,,
Silento,Hip Hop,18,,,
Silento,Rap,18,,,
Simon Curtis,Pop,14,,,
Sioen,Pop,14,,,
Skrux,Electronic,7,,,
Skytech,Dance,17,,,
Snoop Dogg,Hip Hop,18,,,
Snoop Dogg,Rap,18,,,
Spaarkey,House,1048,,,
Spag Heddy,Electronic,7,,,
Starix feat. Dogena,Electronic,7,,,
Starset,Rock,21,,,
Steerner,Dance,17,,,
Steve Angello,Pop,14,,,
Steve Angello,Dance,17,,,
Steve Jablonsky,Soundtrack,16,,,
Steven Price,Soundtrack,16,,,
Stevie Hoang,R&B,15,,,
Stevie Hoang,Soul,15,,,
Stevie Wonder,R&B,15,,,
Stevie Wonder,Soul,15,,,
Stewart Mac,Pop,14,,,
Sting,Electronic,7,,,
Sting,World,19,,,
Sting,Rock,21,,,
Sting,R&B,15,,,
Sting,Soul,15,,,
Stive Morgan,Ambient,1056,,,
Stwo,Electronic,7,,,
Stwo,Dance,17,,,
Stwo,Electronica,1058,,,
Syn Cole,Dance,17,,,
T-Pain,Hip Hop,18,,,
T-Pain,Rap,18,,,
T.I.,Rap,1076,,,
T.I.,Hip Hop,18,,,
T.I.,Rap,18,,,
Taio Cruz,Pop,14,,,
Taio Cruz,World,19,,,
Tamas Wells,Alternative,20,,,
Taps,Pop,14,,,
Tarkan,Pop,14,,,
Taylor Thrash,Pop,14,,,
Tech N9ne,Hip Hop,18,,,
Tech N9ne,Rap,18,,,
Teddy Thompson,Rock,21,,,
Teminite,Electronic,7,,,
Tep No,Dance,17,,,
Tez Cadey,Dance,17,,,
Thames,Pop,14,,,
The Notorious B.I.G.,Hip Hop,18,,,
The Notorious B.I.G.,Rap,18,,,
The Qiwu Selftet,Hip Hop,18,,,
The Qiwu Selftet,Rap,18,,,
The Weeknd,R&B,15,,,
The Weeknd,Soul,15,,,
The Workday Release,Singer,10,,,
The Workday Release,Songwriter,10,,,
The X-Ecutioners,Hip Hop,18,,,
The X-Ecutioners,Rap,18,,,
TheFatRat,Dance,17,,,
Thomas Bergersen,World,19,,,
Thomas Greenberg,Soundtrack,16,,,
Thomas Newman,Children's Music,4,,,
Thomas Newman,Soundtrack,16,,,
Throttle,Dance,17,,,
TiÌÇsto,Dance,17,,,
Tiago Iorc,Pop,14,,,
Tim McGraw,Country,6,,,
Timbaland,Pop,14,,,
Timbaland,Opera,1028,,,
Timbaland,Hip Hop,18,,,
Timbaland,Rap,18,,,
Timmy Trumpet,Dance,17,,,
TJR,Electronic,7,,,
TJR,Pop,14,,,
TJR,Dance,17,,,
TJR,Rock,21,,,
Tobu,Electronic,7,,,
Tom Bailey,Pop,14,,,
Tom Odell,Pop,14,,,
Tom Odell,Dance,17,,,
Tom Odell,House,1048,,,
Tom Odell,Singer,10,,,
Tom Odell,Songwriter,10,,,
Tom Waits,Alternative,20,,,
Tom Waits,Rock,21,,,
Tommy Emmanuel,Jazz,11,,,
Tony Bennett,Jazz,11,,,
Tony Bennett,Pop,14,,,
Tony Bennett,World,19,,,
Tony Bennett,Rock,21,,,
Tony Bennett,Vocal,23,,,
Tracy Bush,Soundtrack,16,,,
Travie McCoy,Pop,14,,,
Travis Garland,Pop,14,,,
Travis Scott,Hip Hop,18,,,
Travis Scott,Rap,18,,,
Trey Songz,R&B,15,,,
Trey Songz,Soul,15,,,
TroyBoi,Dance,17,,,
Troye Sivan,Pop,14,,,
Tunes of Fantasy,Classical,5,,,
Tupac,Hip Hop,18,,,
Tupac,Rap,18,,,
Ty Dolla $ign,Hip Hop,18,,,
Ty Dolla $ign,Rap,18,,,
Tyga,Hip Hop,18,,,
Tyga,Rap,18,,,
Tyler Ward,Singer,10,,,
Tyler Ward,Songwriter,10,,,
U Roy,Reggae,24,,,
U Ziu Cicciu d'America,Europe,1205,,,
UÌ±a Ramos,Latin,12,,,
UÌ±a Ramos,J-Pop,27,,,
Ucast,Trance,1051,,,
Udit Narayan,World,19,,,
Udo JÌ_rgens,German Pop,50000066,,,
Udo Lindenberg,Rock,21,,,
Udo Vismann,Classical,5,,,
Ufo Yepha,Hip Hop,18,,,
Ufo Yepha,Rap,18,,,
Ugly Duckling,Folk-Rock,1065,,,
Ugly Duckling,Hip Hop,18,,,
Ugly Duckling,Rap,18,,,
Ugress,Heavy Metal,1153,,,
Ugress,Electronic,7,,,
Ul,Christian & Gospel,22,,,
Ulf Nilsson,Rock,21,,,
Ulli BÌ_gershausen,Pop,14,,,
Ulli Boegershausen,Pop,14,,,
Ulrich Schnauss,Electronic,7,,,
UlulatE,World,19,,,
Umberto Tozzi,Opera,1028,,,
Umberto Tozzi,Pop,14,,,
Umek,Electronic,7,,,
Umek,Dance,17,,,
Ummet Ozcan,Dance,17,,,
Uncle Kracker,Rock,21,,,
Undefined,Hip Hop,18,,,
Undefined,Rap,18,,,
Underscores,Electronic,7,,,
Undertaker,Trance,1051,,,
Undertaker,Dance,17,,,
Uness,R&B,15,,,
Uness,Soul,15,,,
Unexist,Hardcore,1047,,,
Unicorn Kid,Dance,17,,,
Uniform Motion,Alternative,20,,,
Unique,Pop,14,,,
Unique,Alternative Rap,1068,,,
Unique,Hip Hop,18,,,
Unique,Rap,18,,,
Unk,Hip Hop,18,,,
Unk,Rap,18,,,
Unstoppable Music,Instrumental,53,,,
Urban Contact,Dance,17,,,
Urbanstep,Dance,17,,,
Uri Caine,Jazz,11,,,
Ursula 1000,Electronic,7,,,
USB Players,Dance,17,,,
Useless ID,Alternative,20,,,
Usher,Pop,14,,,
Usher,Dance,17,,,
Usher,R&B,15,,,
Usher,Hip Hop,18,,,
Usher,Soul,15,,,
Usher,Rap,18,,,
Uwe KrÌ_ger,Pop,14,,,
Vadim Repin,Classical,5,,,
Valcos,Electronic,7,,,
Valentino,Pop,14,,,
Valentino,German Folk,50000068,,,
Valentino Khan,Dance,17,,,
Vali,Pop,14,,,
Van Morrison,Rock,21,,,
Vance Joy,Alternative,20,,,
Vancouver Sleep Clinic,Alternative,20,,,
Vangelis,Electronic,7,,,
Vanic,Electronic,7,,,
Vanilla Ice,Hip Hop,18,,,
Vanilla Ice,Rap,18,,,
Vanze,Dance,17,,,
Varsity,Rock,21,,,
Vasco,K-Pop,1686,,,
Vaski,Dance,17,,,
VeFa44,World,19,,,
Vein,Alternative,20,,,
Venemy,Dance,17,,,
Vexare,Dance,17,,,
Vic Mensa,Hip Hop,18,,,
Vic Mensa,Rap,18,,,
Vice,Electronic,7,,,
Vice,Dance,17,,,
Vicente Amigo,Latin,12,,,
Vicion,House,1048,,,
Victor Wooten,Jazz,11,,,
VICTORIA KERN MENNO,Electronic,7,,,
Vince Gill,Country,6,,,
Vince Staples,Hip Hop,18,,,
Vince Staples,Rap,18,,,
Vincent Gallo,Alternative,20,,,
Vinnie Moore,Rock,21,,,
Virginia To Vegas,Pop,14,,,
Virtual Riot,Dance,17,,,
Vishal Dadlani,Bollywood,1263,,,
Vitalic,Dance,17,,,
Vitamin String Quartet,Rock,21,,,
Vladimir Ashkenazy,Classical,5,,,
Vladimir Horowitz,Classical,5,,,
Voicians,Electronic,7,,,
Volkan Konak,World,19,,,
Vonikk,Dance,17,,,
Vybz Kartel,Reggae,24,,,
Wadsworth,Dance,17,,,
Wadsworth,Rock,21,,,
Waka Flocka Flame,Hip Hop,18,,,
Waka Flocka Flame,Rap,18,,,
Wale,Hip Hop,18,,,
Wale,Rap,18,,,
Wankelmut,Dance,17,,,
Warptech,Dance,17,,,
Warren G,Jazz,11,,,
Warren G,Hip Hop,18,,,
Warren G,Rap,18,,,
Wasted Penguinz,Dance,17,,,
Wave Racer,Electronic,7,,,
Waylon Jennings,Country,6,,,
Wayman Tisdale,Jazz,11,,,
Wayne Gratz,New Age,13,,,
WC,Hip Hop,18,,,
WC,Rap,18,,,
Wee-o,House,1048,,,
Wes Montgomery,Jazz,11,,,
Whiiite,Dance,17,,,
Who Is Fancy,Pop,14,,,
Wild Belle,Alternative,20,,,
Wildstylez,Dance,17,,,
Wiley,Electronic,7,,,
Wiley,Dance,17,,,
Wiley,Alternative,20,,,
Wiley,Rap,1076,,,
Wiley,Hip Hop,18,,,
Wiley,Rap,18,,,
Wilhelm Kempff,Classical,5,,,
Wilkinson,Electronic,7,,,
Will Downing,Rock,21,,,
Will Downing,R&B,15,,,
Will Downing,Soul,15,,,
Will Heard,Pop,14,,,
Will Smith,Hip Hop,18,,,
Will Smith,Rap,18,,,
Will Sparks,Dance,17,,,
Will Young,Electronic,7,,,
Will Young,Pop,14,,,
will.i.am,Pop,14,,,
will.i.am,Hip Hop,18,,,
will.i.am,Rap,18,,,
William Ekh,Dance,17,,,
William Fitzsimmons,Singer,10,,,
William Fitzsimmons,Songwriter,10,,,
William Joseph,Instrumental,53,,,
Willie Nelson,Country,6,,,
Willy Moon,Pop,14,,,
Willy William,Dance,17,,,
Wisin,Latin Urban,1119,,,
Wisin,Latin,12,,,
Wisp X,Electronic,7,,,
Wiwek,Dance,17,,,
Wiz Khalifa,Hip Hop,18,,,
Wiz Khalifa,Rap,18,,,
Wojciech Kilar,Soundtrack,16,,,
Wolf Colony,Pop,14,,,
Wolfgang Amadeus Mozart,Classical,5,,,
Wolfgang Gartner,Dance,17,,,
Wolfpack,Dance,17,,,
Woodkid,Alternative,20,,,
Wrabel,Pop,14,,,
WRLD,Dance,17,,,
Wyclef Jean,Reggae,24,,,
Wyclef Jean,Hip Hop,18,,,
Wyclef Jean,Rap,18,,,
X-Fusion,Rock,21,,,
X-Noize,Trance,1051,,,
X-Tof,Dance,17,,,
X-Treme,Electronic,7,,,
X-Treme,Pop,14,,,
Xan Young,Electronic,7,,,
Xander,Pop,14,,,
Xander,Hip Hop,18,,,
Xander,Rap,18,,,
