artist,genre,genre_id
Teairra Marí,R&B/Soul,15
The Roots,Blues,2
The Roots,Soundtrack,16
The Roots,Hip Hop/Rap,18
Thalia,Rock,21
TAL,Pop,14
TAL,Alternative,20
Tyler Fiore,Pop,14
The Lively Ones,Pop,14
The Lively Ones,Rock,21
The Runaways,Pop,14
The Runaways,Hip Hop/Rap,18
The Runaways,Rock,21
The Runaways,Rock & Roll,1157
Tanya Lacey,R&B/Soul,15
Tamar Kaprelian,Pop,14
Terese Fredenwall,Pop,14
The Archies,Pop,14
Trisha Yearwood,Country,6
Uffie,Electronic,7
Ultimate Tribute Stars,Pop,14
The Girls Can Hear Us,Electronic,7
Urszula Dudziak,Jazz,11
Ulla Van Daelen,New Age,13
Univz,Dance,17
Peret,Latin,12
Urban Mystic,Pop,14
Urban Mystic,R&B/Soul,15
UnSun,Rock,21
Underwolves,Pop,14
Ulrika Bergdahl,Singer/Songwriter,10
Utah Saints,Dance,17
Ultra Vivid Scene,Alternative,20
Uyen Trang,Pop,14
Umbrellas,Rock,21
Ursula Rucker,Electronic,7
Ursula Rucker,R&B/Soul,15
Ursula Rucker,Rock,21
UK Subs,Alternative,20
UK Subs,Rock,21
U.S. Bombs,Alternative,20
UMA,Electronic,7
UMA,New Age,13
UMA,World,19
U-God,Hip-Hop,1073
U-God,Hip Hop/Rap,18
Ute Freudenberg,German Pop,50000066
Unter Null,Electronic,7
Ultra Naté,Electronic,7
Ultra Naté,Dance,17
Unwound,Alternative,20
The Upper Room,Alternative,20
The Upper Room,Rock,21
Upcdownc,Rock,21
Ulf Wakenius,Jazz,11
Unwoman,Pop,14
Utopia,Pop,14
Utopia,Dance,17
Utopia,Alternative,20
Utopia,Rock,21
Utopia,Heavy Metal,1153
Uman,New Age,13
Uman,Pop,14
Unrest,Alternative,20
Undo,Electronic,7
Undo,Dance,17
Undo,Alternative,20
U-N-I,Hip Hop/Rap,18
U.K.,Rock,21
Umbra et Imago,Alternative,20
Ultraspank,Rock,21
Ume,Alternative,20
Utah Jazz,Dance,17
Una Mae Carlisle,Jazz,11
Ultimate Spinach,Rock,21
Utah Phillips,Singer/Songwriter,10
Under the Influence of Giants,Pop,14
Under the Influence of Giants,Alternative,20
Urchin,Alternative,20
Uddi,Pop,14
Veela,Pop,14
Vassy,Electronic,7
Vassy,Dance,17
Vanessa-Mae,Classical,5
Vicci Martinez,Pop,14
Vanessa Carlton,Alternative,20
Victoria Acosta,Pop,14
Vanessa Paradis,Rock,21
Vanessa Paradis,French Pop,50000064
Vanessa Williams,Children's Music,4
Vanessa Williams,Pop,14
Vanessa Williams,Christian & Gospel,22
Vicki Sue Robinson,Pop,14
Veronica Maggio,Pop,14
Vladimir Cosma,Soundtrack,16
Vladimir Cosma,Christian & Gospel,22
Venke Knutson,Pop,14
Velvet,Electronic,7
Velvet,Pop,14
Velvet,Dance,17
Victoria Justice,Pop,14
Vivian Green,R&B/Soul,15
Vanbot,Pop,14
Vinnie Paz,Hip Hop/Rap,18
Vaya Con Dios,Dance,17
Victoria Duffield,Pop,14
Vitamin C,Pop,14
Vérité,Pop,14
Vérité,Hip Hop/Rap,18
Vaughn Monroe,Jazz,11
Vicky Beeching,Christian & Gospel,22
Versengold,Folk,1289
Victoria Monet,R&B/Soul,15
Veronica Ballestrini,Country,6
Vonda Shepard,Pop,14
Vonda Shepard,Vocal,23
Vashti Bunyan,Pop/Rock,1133
Vashti Bunyan,Singer/Songwriter,10
Vasundhara Das,Indian,1262
Viktoria Tolstoy,Jazz,11
Viktoria Tolstoy,World,19
Valentina Lisitsa,Classical,5
Viki Miljkovic,Pop,14
Viki Miljkovic,World,19
Vince Giordano And The Nighthawks,Jazz,11
Veronica Orozco,Latin,12
Victoria Beckham,Pop,14
Ville Valo,Pop,14
Dickie Valentine,Pop,14
Vanesa Martín,Pop,14
Viktor Lazlo,Pop,14
Viktor Lazlo,Rock,21
Victoria S,Pop,14
Visage,Electronic,7
Visage,Pop,14
Visage,Dance,17
Whitney Houston,Rock,21
Wynter Gordon,Dance,17
Willow Smith,Hip Hop/Rap,18
Wild Cherry,R&B/Soul,15
Wild Cherry,Rock,21
Wolfenmond,Rock,21
Wanda Jackson,Country,6
Wanda Jackson,Pop,14
Wanda Jackson,Rock,21
Wanda Jackson,Christian & Gospel,22
Wanda Jackson,Rock & Roll,1157
Wanda Jackson,Rockabilly,1158
Willie D,R&B/Soul,15
Willie D,Hip Hop/Rap,18
Kim Wilde,Pop,14
Kim Wilde,Dance,17
Wynonna,Country,6
Wah!,Electronic,7
Wah!,New Age,13
梁詠琪,Cantopop,1656
White Zombie,Rock,21
Walter Murphy,Latin,12
Walter Murphy,Dance,17
Stevie Wonder,R&B/Soul,15
Wang Chung,Rock,21
World of Girls,Pop,14
We Are Wolves,Alternative,20
Wanessa Camargo,Brazilian,1122
WhoMadeWho,Electronic,7
WhoMadeWho,Dance,17
Whatfor,Rock,21
Whitney Avalon,Hip Hop/Rap,18
Whigfield,Dance,17
Wizzard,Heavy Metal,1153
Wizzard,Pop,14
Wonderland,Pop,14
Wonderland,Soundtrack,16
Wonderland,Rock,21
Womack & Womack,R&B/Soul,15
Without Gravity,Alternative,20
When We Were Young,Pop,14
Weekend,Hip Hop/Rap,18
Wolftyla,Hip Hop/Rap,18
Walter Beasley,Jazz,11
Wren Kelly,Pop,14
Warrior,Latin Rap,1074
Warrior,Heavy Metal,1153
Warrior,Dance,17
Warrior,Rock,21
Wolfstone,World,19
Wade Bowen,Country,6
White Sea,Alternative,20
Waxahatchee,Alternative,20
Workshy,Pop,14
Wilsen,Alternative,20
Warren Haynes,Rock,21
Glen Washington,Reggae,24
Wanda Vick,Country,6
Whitey,Alternative,20
White Town,Electronic,7
Whitney Duncan,Country,6
Xenia,Pop,14
Xoe Wise,Singer/Songwriter,10
Ximena Sariñana,Pop in Spanish,1117
Xonia,Pop,14
Alfonso X El Sabio,Classical,5
Xenia Beliayeva,Electronic,7
Static-X,Rock,21
X-Raided,Hip Hop/Rap,18
Xasthur,Rock,21
Xanwow,Dance,17
Xuan Zhou,Pop,14
X-Ray Spex,Rock,21
Xentrix,Jungle/Drum'n'bass,1049
Xotox,Electronic,7
Xenon,Hip Hop/Rap,18
X-Clan,Hip Hop/Rap,18
X-Dream,Electronic,7
X-Dream,Rock,21
Xnaria,Hip Hop/Rap,18
Xumla,Ambient,1056
解偉苓,Mandopop,1253
Xaxa,Dance,17
Xuxa,Brazilian,1122
X-Sinner,Rock,21
XLooking ForwardX,Rock,21
XROSS,Hip Hop/Rap,18
Xenia Kriisin,Pop,14
Xandra,Pop,14
X-Cops,Rock,21
X-Kom,Electronic,7
Xiomara Laugart,Latin,12
Xiomara Alfaro,Latin,12
XBXRX,Rock,21
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Yael Naïm,Pop,14
Yinyues,Dance,17
Yellow Mellow,Pop,14
Yvonne Catterfeld,Pop,14
Yulduz Usmanova,World,19
Yasmin,Dance,17
Yael Meyer,Pop,14
Usher,Pop,14
Usher,R&B/Soul,15
Usher,Dance,17
Usher,Hip Hop/Rap,18
Yolanda Adams,R&B/Soul,15
Yolanda Adams,Christian & Gospel,22
Yonna,Pop,14
YoungBloodZ,Hip Hop/Rap,18
Yndi Halda,Alternative,20
Yuridia,Latin,12
Young Dro,Hip Hop/Rap,18
Young Ejecta,Pop,14
Yohanna,Pop,14
Yellowman,World,19
Yellowman,Reggae,24
Yeliz,Pop,14
Yeliz,World,19
Yeliz,Sanat,1273
Youn Sun Nah,Jazz,11
Ya Boy,Hip Hop/Rap,18
Yasmine Hamdan,Alternative,20
Yesim Salkim,Pop,14
Yuri Buenaventura,Salsa y Tropical,1124
Young Gunz,Hip Hop/Rap,18
Yuri Buenaventura,Salsa y Tropical,1124
Ne-Yo,R&B/Soul,15
Ne-Yo,Hip Hop/Rap,18
Yanou,Electronic,7
Yanou,Dance,17
Yma Sumac,World,19
Lena Philipsson,Pop,14
Young Chris,Hip Hop/Rap,18
Yomo,Latin Urban,1119
Yomo,Reggae,24
Ylenia,Pop,14
Yvonne Elliman,Pop,14
Yvonne Elliman,Rock,21
Yes Please,Singer/Songwriter,10
Yessa,Electronic,7
Yvette Horner,Pop,14
Yvette Horner,French Pop,50000064
Yseult,French Pop,50000064
The Young Gods,Alternative,20
Yeskim,New Age,13
Yansımalar,World,19
Yolanda Johnson,R&B/Soul,15
Young Marble Giants,Alternative,20
Yellow Note,Electronic,7
Zella Day,Alternative,20
Zee Avi,Alternative,20
Zara Larsson,Pop,14
ZZ Ward,Alternative,20
ZAZ,Pop,14
ZAZ,Hip Hop/Rap,18
ZAZ,French Pop,50000064
Zaho,Pop,14
Zendaya,Pop,14
Zséda,Pop,14
Zapp,R&B/Soul,15
Zoë Johnston,Dance,17
Zendee,Pop,14
Zazie,Pop,14
Zooey Deschanel,Soundtrack,16
zeebee,Electronic,7
Zager & Evans,Pop,14
Zager & Evans,Rock,21
Zola Jesus,Alternative,20
Zion & Lennox,Latin,12
Zion & Lennox,Hip Hop/Rap,18
Zion & Lennox,Latin Urban,1119
Zoë Keating,Classical,5
Zakk Wylde,Rock,21
Zoë Badwi,Dance,17
Ziggy Marley and The Melody Makers,Soundtrack,16
Zap Mama,World,19
Zombie Girl,Electronic,7
Zola,Pop,14
Zoë Phillips,Alternative,20
Zhané,R&B/Soul,15
Zarah Leander,Pop,14
Zoe,Pop,14
Zoe,Rock,21
Zen,Dance,17
Zen,World,19
Zen,Rock,21
Zen,Cantopop,1656
Zebda,French Pop,50000064
Zongamin,Electronic,7
Zeke,Alternative,20
Zeitgeist,Classical,5
Zuco 103,World,19
Zuco 103,Brazilian,1122
Zizi Possi,MPB,1225
Zizi Possi,Latin,12
Zazou,Alternative,20
Zebra,Electronic,7
Zebra,Pop,14
Zebra,Rock,21
Zebra,Reggae,24
Zebra,Techno,1050
Zebra,Disco,1137
Zed Bias,Dance,17
Zulema,R&B/Soul,15
Zarina Tilidze,Pop,14
Zarif,Pop,14
Zounds,Alternative,20
Zhala,Pop,14
